id,name,report,formula,handler,platform_factor_id,platform_run_id,platform_net_excess_pct,platform_direction,configured_cycle,correlation,abs_correlation,mean,median,std,min,max,days,pair_rows,common_stocks_mean,common_stocks_min,common_stocks_max
t10-additions-20260911-candidates.report:T10-ADD-BM-20260911,T10-ADD-BM-20260911,t10-additions-20260911-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(book_to_market_ratio_lf)) / 6",t10_size_plus_impact_bm,6aa3c6d1a7f535324660ba70,6aa3c6d25d52c44d2f55c45b,18.092280000000002,1,,0.6602480389765565,0.6602480389765565,0.6602480389765565,0.6683761832108,0.07657969139166036,0.4211338722979399,0.8171686540491511,241,1066183,4423.995850622407,3620,5030
size-only-20260911-candidates.report:SIZE-ONLY-20260911,SIZE-ONLY-20260911,size-only-20260911-candidates.report.csv,RANK(MARKET_CAP),size_only,6aa3b8573e7967143f8faf29,6aa3b8576df2a192a47e7cfe,21.433287999999997,0,,-0.6233475260621034,0.6233475260621034,-0.6233475260621034,-0.6271618774778994,0.05191059536055647,-0.7465397486516097,-0.47238112150512684,241,1194345,4955.788381742738,4379,5195
paper-derived-composite-cycle10-candidates.report:paper-derived-composite,paper-derived-composite,paper-derived-composite-cycle10-candidates.report.csv,ZSCORE(RANK(book_to_market_ratio_lyr))+ZSCORE(RANK(oper_roe_lyr))-ZSCORE(RANK(gr_total_asset_lyr))-ZSCORE(RANK(MARKET_CAP)),paper_composite,6a9fd5536df2a192a47e766d,6a9fd554cffa1665a2100f4b,11.202328,1,,0.6052222299500276,0.6052222299500276,0.6052222299500276,0.6072733538919851,0.04056901642810041,0.5170157079648016,0.7030009437603347,241,1187114,4925.784232365145,4344,5162
paper-derived-full.report:paper-derived-composite,paper-derived-composite,paper-derived-full.report.csv,ZSCORE(RANK(book_to_market_ratio_lyr))+ZSCORE(RANK(oper_roe_lyr))-ZSCORE(RANK(gr_total_asset_lyr))-ZSCORE(RANK(MARKET_CAP)),paper_composite,6a9e306152393bc2bd995c4b,6a9e30629a167ed86a7f1ae4,11.408832,1,,0.6052222299500276,0.6052222299500276,0.6052222299500276,0.6072733538919851,0.04056901642810041,0.5170157079648016,0.7030009437603347,241,1187114,4925.784232365145,4344,5162
t10-newdirections-20260911-candidates.report:T10-SIZE-PLUS-IMPACT,T10-SIZE-PLUS-IMPACT,t10-newdirections-20260911-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))) / 5",t10_size_plus_impact,6aa368586df2a192a47e7c5d,6aa368586df2a192a47e7c5e,18.157232,1,,0.6002601598704338,0.6002601598704338,0.6002601598704338,0.6066632419665758,0.09062019887403037,0.3300063283544974,0.782895877890392,241,1067170,4428.091286307054,3623,5032
t10-more-additions-20260911-candidates.report:T10-ADD-FSCORE-20260911,T10-ADD-FSCORE-20260911,t10-more-additions-20260911-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK((IF(oper_roa_net_ttm > 0,1,0) + IF(cfd_ocf_to_debt_ttm > 0,1,0) + IF(oper_roa_net_ttm > oper_roa_net_lyr,1,0) + IF(cfd_surplus_cash_multi_ttm > 1,1,0) + IF(fin_debt_to_asset_ttm < fin_debt_to_asset_lyr,1,0) + IF(fin_current_ratio_ttm > fin_current_ratio_lyr,1,0) + IF(oper_gross_margin_ttm > oper_gross_margin_lyr,1,0) + IF(oper_total_asset_turnover_ttm > oper_total_asset_turnover_lyr,1,0)) / 8)) / 6",t10_size_plus_impact_fscore,6aa3c986a7f535324660ba76,6aa3c986a7f535324660ba77,17.476064,1,,0.5750548217083805,0.5750548217083805,0.5750548217083805,0.5783696473941796,0.09385749990022056,0.30607592099277986,0.7758280797658729,241,1043825,4331.224066390041,3540,4931
t10-newdirections-20260911-candidates.report:T10-SIZE-PLUS-IMPACT-WC,T10-SIZE-PLUS-IMPACT-WC,t10-newdirections-20260911-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK((CURRENT_ASSETS-INVENTORY-CURRENT_LIABILITIES)/(ABS(MARKET_CAP)+1))) / 6",t10_size_plus_impact_wc,6aa3690aecb163ea7228cffa,6aa3690a6df2a192a47e7c60,17.443168,1,,0.5625922616563759,0.5625922616563759,0.5625922616563759,0.5692841141686084,0.0911990462943228,0.29261348932015213,0.7530091112561701,241,1066183,4423.995850622407,3620,5030
t10-additions-20260911-candidates.report:T10-ADD-DD120-20260911,T10-ADD-DD120-20260911,t10-additions-20260911-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(1-CLOSE/TS_MAX(CLOSE,120))) / 6",t10_size_plus_impact_dd120,6aa3c66cecb163ea7228d075,6aa3c66d6df2a192a47e7d28,16.834384,1,,0.487822537643928,0.487822537643928,0.487822537643928,0.49418962299317604,0.11451105634937225,0.18405210233617555,0.731055756756453,241,1067170,4428.091286307054,3623,5032
t10-nomcap-plus-impact-20260911-candidates.report:T10-NOMCAP-PLUS-IMPACT,T10-NOMCAP-PLUS-IMPACT,t10-nomcap-plus-impact-20260911-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))) / 4",t10_nomcap_plus_impact,6aa3c06bd5536b11c13ee096,6aa3c06cd5536b11c13ee097,14.225216,1,,0.47666604626858133,0.47666604626858133,0.47666604626858133,0.4802088432767128,0.12110773449105146,0.19190776547858954,0.7384026281079124,241,1067170,4428.091286307054,3623,5032
osr2-ret40-turn-bias-paper-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD,osr2-ret40-turn-bias-paper-2026-ytd-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)) - ZSCORE(RANK(MARKET_CAP)))) / 3",reversal_turn_paper,6aa0c7b56df2a192a47e77e2,6aa0c7b55d52c44d2f55c0c0,7.699328,1,,0.47039875046496826,0.47039875046496826,0.47039875046496826,0.4727954068546316,0.11169481085484917,0.18909245394877044,0.7239430354031869,241,1060132,4398.887966804979,3590,5004
osr2-ret40-turn-bias-paper-composite-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-EQ,OSR2-RET40-TURN-BIAS-PAPER-EQ,osr2-ret40-turn-bias-paper-composite-cycle10-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)) - ZSCORE(RANK(MARKET_CAP)))) / 3",reversal_turn_paper,6a9fe1363e7967143f8fab47,6a9fe1366df2a192a47e76a5,11.643647999999999,1,,0.47039875046496826,0.47039875046496826,0.47039875046496826,0.4727954068546316,0.11169481085484917,0.18909245394877044,0.7239430354031869,241,1060132,4398.887966804979,3590,5004
combo-direct-4factor-size-2026-ytd-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD,COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD,combo-direct-4factor-size-2026-ytd-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP)))) / 4",reversal_chip_turn_size_eq,6aa159b851cdfe29b2e0b84f,6aa159b851cdfe29b2e0b850,10.726920000000002,1,,0.44033674087419605,0.44033674087419605,0.44033674087419605,0.4476562520035362,0.12733752178740992,0.12007437716041781,0.716082892731211,241,1067170,4428.091286307054,3623,5032
combo-direct-4factor-size-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ,combo-direct-4factor-size-20260909-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP)))) / 4",reversal_chip_turn_size_eq,6aa150cb3e7967143f8face0,6aa150cbcffa1665a21012bd,16.383983999999998,1,,0.44033674087419605,0.44033674087419605,0.44033674087419605,0.4476562520035362,0.12733752178740992,0.12007437716041781,0.716082892731211,241,1067170,4428.091286307054,3623,5032
combo-direct-4factor-paper-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ,combo-direct-4factor-paper-20260909-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)) - ZSCORE(RANK(MARKET_CAP)))) / 4",reversal_chip_turn_paper,6aa15326a7f535324660b5d5,6aa15327cffa1665a21012d2,12.774432000000001,1,,0.42609761226425646,0.42609761226425646,0.42609761226425646,0.43131458834978864,0.12548254216294222,0.13845731640292572,0.7075085502901187,241,1060132,4398.887966804979,3590,5004
t10-newdirections-20260911-candidates.report:T10-SIZE-PLUS-WC-MCAP,T10-SIZE-PLUS-WC-MCAP,t10-newdirections-20260911-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK((CURRENT_ASSETS-INVENTORY-CURRENT_LIABILITIES)/(ABS(MARKET_CAP)+1))) / 5",t10_size_plus_wc_mcap,6aa368b9ecb163ea7228cff9,6aa368baa7f535324660b9a5,14.581016,1,,0.407482574995415,0.407482574995415,0.407482574995415,0.4156246419457035,0.12239538697748353,0.09433581880593582,0.6832959563032931,241,1066183,4423.995850622407,3620,5030
nonhuatai-factor-6-20260909.report:NONHT-RESVOL-LOW,NONHT-RESVOL-LOW,nonhuatai-factor-6-20260909.report.csv,RANK(-residual_volatility),residual_volatility,6aa0e8ef5d52c44d2f55c0f1,6aa0e8f0a7f535324660b4ce,0.37087199999999987,1,,0.38531116167407686,0.38531116167407686,0.38531116167407686,0.3998873089045972,0.09380528563289368,0.20227263253114447,0.5575403969623477,241,1067170,4428.091286307054,3623,5032
huatai-series13-candidates.report:HT13-VALUE-BP,HT13-VALUE-BP,huatai-series13-candidates.report.csv,ratio_bm_ttm,value_bm,6a9e891a0f6165ec8f7f33d9,6a9e891acffa1665a2100bcd,2.098992,1,,0.3828164223929926,0.3828164223929926,0.3828164223929926,0.3824307147118841,0.043325761783162255,0.2533435184144032,0.5091202110976396,241,1193351,4951.663900414937,4374,5193
osr3-ret40-value-candidates.report:OSR3-RET40-BP-VAL2,OSR3-RET40-BP-VAL2,osr3-ret40-value-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + 2 * RANK(ratio_bm_ttm)) / 3",reversal_bm_val2,6a9f725e5d52c44d2f55bf62,6a9f725e5d52c44d2f55bf63,3.1676159999999998,1,,0.3721854212934227,0.3721854212934227,0.3721854212934227,0.368201111210977,0.08107517556209044,0.18957754772709592,0.5874917512287867,241,1193180,4950.954356846473,4374,5193
osr3-ret40-value-candidates.report:OSR3-RET40-BP-MA63,OSR3-RET40-BP-MA63,osr3-ret40-value-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(MA(ratio_bm_ttm,63))) / 2",reversal_bm_ma63,6a9f74c7cffa1665a2100e07,6a9f74c7cffa1665a2100e08,2.4111200000000004,1,,0.3299394321696361,0.3299394321696361,0.3299394321696361,0.32259021872920923,0.11519077172095062,0.01728164019248698,0.5958340621479525,241,1188610,4931.991701244813,4321,5187
osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",reversal_turn_paper_nomcap,6aa0ca52a7f535324660b497,6aa0ca52a7f535324660b498,4.672727999999999,1,,0.31414016312701915,0.31414016312701915,0.31414016312701915,0.3068469169600192,0.1302417590483569,0.004578766216543174,0.6420820200858778,241,1060132,4398.887966804979,3590,5004
osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",reversal_turn_paper_nomcap,6aa0c0435d52c44d2f55c0b9,6aa0c0433e7967143f8fabf6,5.224711999999999,1,,0.31414016312701915,0.31414016312701915,0.31414016312701915,0.3068469169600192,0.1302417590483569,0.004578766216543174,0.6420820200858778,241,1060132,4398.887966804979,3590,5004
osr3-ret40-value-candidates.report:OSR3-RET40-BP-EQ,OSR3-RET40-BP-EQ,osr3-ret40-value-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm)) / 2",reversal_bm_eq,6a9f71b551cdfe29b2e0b49c,6a9f71b56df2a192a47e7551,3.160368,1,,0.31288639681775127,0.31288639681775127,0.31288639681775127,0.3089041946478296,0.12189591219400844,-0.004763905900775271,0.5927747265715686,241,1193180,4950.954356846473,4374,5193
paper-derived-full.report:paper-derived-asset-growth,paper-derived-asset-growth,paper-derived-full.report.csv,RANK(gr_total_asset_lyr),asset_growth,6a9e2fde05a51446c21e7672,6a9e2fdf05a51446c21e7673,0.76496,,,-0.278342696275599,0.278342696275599,-0.278342696275599,-0.2767338679221213,0.042018775851535704,-0.3742907660755513,-0.17802799647732773,241,1194339,4955.763485477179,4379,5195
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-SP,OSR4-RET40-BP-CFP-SP,osr4-ret40-value-refine-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm) + RANK(ratio_sp_ttm)) / 4",reversal_bm_cfp_sp,6a9f7922cffa1665a2100e1a,6a9f7922cffa1665a2100e1b,2.8768000000000002,1,,0.2748342825174558,0.2748342825174558,0.2748342825174558,0.2633642096861908,0.08886381738823912,0.05939286485229633,0.5106745697609083,241,1175901,4879.2572614107885,4364,5149
huatai-series13-candidates.report:HT13-TURN-BIAS-1M,HT13-TURN-BIAS-1M,huatai-series13-candidates.report.csv,"MA(TURNOVER,21) / MA(TURNOVER,504) - 1",turn_bias,6a9e8b253e7967143f8fa933,6a9e8b263e7967143f8fa934,6.428368,0,,-0.26677314086695975,0.26677314086695975,-0.26677314086695975,-0.25654396286105313,0.11415532865478005,-0.5757123221393398,0.041281297747380874,241,1067170,4428.091286307054,3623,5032
huatai-turn-bias-positive.report:HT13-TURN-BIAS-1M-POS,HT13-TURN-BIAS-1M-POS,huatai-turn-bias-positive.report.csv,"1 - MA(TURNOVER,21) / MA(TURNOVER,504)",turn_signal,6a9e9449a7f535324660b07d,6a9e944aa7f535324660b07e,6.395344000000001,1,,0.26677314086695975,0.26677314086695975,0.26677314086695975,0.25654396286105313,0.11415532865478005,-0.041281297747380874,0.5757123221393398,241,1067170,4428.091286307054,3623,5032
positive-cycle10-candidates.report:HT13-TURN-BIAS-1M,HT13-TURN-BIAS-1M,positive-cycle10-candidates.report.csv,"MA(TURNOVER,21) / MA(TURNOVER,504) - 1",turn_bias,6a9fcdb251cdfe29b2e0b56b,6a9fcdb23e7967143f8faaee,4.962135999999999,0,,-0.26677314086695975,0.26677314086695975,-0.26677314086695975,-0.25654396286105313,0.11415532865478005,-0.5757123221393398,0.041281297747380874,241,1067170,4428.091286307054,3623,5032
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-PCF,OSR4-RET40-BP-CFP-PCF,osr4-ret40-value-refine-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm) + 1 - RANK(ratio_pcf_ocf_ttm)) / 4",reversal_bm_cfp_pcf,6a9f797aa7f535324660b238,6a9f797ba7f535324660b239,2.6685920000000003,1,,0.24794547819763496,0.24794547819763496,0.24794547819763496,0.23325796097404178,0.09576384016592841,0.0011352292331152302,0.4880674394084961,241,1176424,4881.427385892116,4368,5148
huatai-series13-candidates.report:HT13-VALUE-SP,HT13-VALUE-SP,huatai-series13-candidates.report.csv,ratio_sp_ttm,value_sp,6a9e899ca7f535324660b053,6a9e899d5d52c44d2f55be5b,0.11094400000000004,1,,0.2474488241750156,0.2474488241750156,0.2474488241750156,0.24206175877479919,0.04571182228258648,0.13618223164971496,0.40375823659238474,241,1176043,4879.846473029045,4365,5149
combo-direct-3factor-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-EQ,combo-direct-3factor-20260909-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504))) / 3",reversal_chip_turn_eq,6aa148c86df2a192a47e7916,6aa148c8cffa1665a21012b2,8.662416,1,,0.23695978157368186,0.23695978157368186,0.23695978157368186,0.23642340571604975,0.15452613285311367,-0.10748581712312202,0.6077684352370372,241,1067170,4428.091286307054,3623,5032
